PLAYER	TEAM	FP	RUSH	RUSHYD	YPC	RUSHTD	REC	RECYD	RECTD	FUML
Toby Gerhart	MIN	4.5	5.9	23	3.9	0.12	1.4	12	0.06	0.06
Lamar Miller	MIA	4.5	5.7	25	4.46	0.24	0.5	4	0.03	0.06
Shaun Draughn	KC	4.5	3.6	24	6.59	0.24	0.7	6	0.03	0.04
Bernard Scott	CIN	4.4	7.1	27	3.82	0.18	0.9	5	0.04	0.06
Isaac Redman	PIT	4.3	6.3	25	3.99	0.14	1.2	7	0.06	0.08
Daryl Richardson	STL	4.3	6.9	27	3.84	0.17	0.6	6	0.03	0.06
Robert Turbin	SEA	4.2	4.9	21	4.2	0.15	1.2	10	0.05	0.07
Roy Helu	WAS	4.1	3.8	13	3.37	0.1	2.3	14	0.14	0.06
Mike Goodson	OAK	4	4.1	14	3.44	0.12	1.8	15	0.08	0.08
LaRod Stephens-Howling	ARI	4	2.3	10	4.3	0.08	1.1	10	0.08	0.06
Bernard Pierce	BAL	3.8	4.6	20	4.35	0.21	0.6	5	0.03	0.04
Danny Woodhead	NE	3.7	4.3	18	4.13	0.1	1.1	10	0.05	0.06
Brandon Jackson	CLE	3.6	3.3	12	3.63	0.07	1.8	16	0.08	0.04
Jason Snelling	ATL	3.5	3.3	11	3.34	0.05	1.9	14	0.12	0.05
LeGarrette Blount	TB	3.4	4.3	20	4.6	0.15	0.6	5	0.02	0.06
Jacquizz Rodgers	ATL	3.4	3.3	12	3.65	0.07	1.3	9	0.06	0.07
Daniel Thomas	MIA	3	6	20	3.31	0.14	0.3	2	0.02	0.06
Bilal Powell	NYJ	3	5.8	19	3.33	0.1	0.6	5	0.03	0.13
John Kuhn	GB	2.9	2.4	7	2.96	0.07	1	9	0.16	0.05
Bryce Brown	PHI	2.9	4.1	16	3.84	0.12	0.6	5	0.03	0.08
Felix Jones	DAL	2.8	3.3	9	2.79	0.07	0.9	7	0.01	0.1
Jonathan Dwyer	PIT	2.7	5.3	17	3.29	0.08	0.6	4	0.04	0.07
David Wilson	NYG	2.7	4.1	13	3.16	0.09	0.7	6	0.03	0.12
Leon Washington	SEA	2.5	0.5	2	3.97	0.01	0.2	1	0.01	0.12
Lance Ball	DEN	2.5	5.3	18	3.42	0.08	0.1	1	0	0.06
Brian Leonard	CIN	2.3	1.5	10	6.47	0.04	1	9	0.04	0.03
Chris Rainey	PIT	2.3	1.2	6	4.68	0.04	1	9	0.06	0.04
Vick Ballard	IND	2.3	3.2	12	3.66	0.1	0.6	5	0.02	0.03
Chris Ogbonnaya	CLE	2.1	3.2	14	4.46	0.08	0.2	2	0.01	0.07
Alex Green	GB	2.1	2.3	6	2.7	0.04	1.3	9	0.06	0.04
Joique Bell	DET	1.9	1.3	5	3.92	0.06	0.7	8	0.04	0.02
Ronnie Brown	SD	1.8	3.4	12	3.36	0.08	0.2	2	0.01	0.04
Andre Brown	NYG	1.8	2.8	10	3.55	0.11	0.1	1	0	0.06
LeRon McClain	SD	1.7	0.7	3	3.77	0.03	1.3	8	0.07	0.02
Tashard Choice	BUF	1.7	2.8	8	3	0.06	0.6	5	0.03	0.08
Joe McKnight	NYJ	1.6	0.6	2	3.35	0.01	0.5	4	0.02	0.05
Stanley Havili	PHI	1.5	0.2	1	2.92	0.01	0.4	12	0.03	0.01
Jorvorskie Lane	MIA	1.4	1	4	3.89	0.04	0.8	6	0.05	0.02
Marcus Thigpen	MIA	1.4	0	0	0	0	0	0	0	0.05
Taiwan Jones	OAK	1.3	1.3	5	4.02	0.04	0.1	1	0	0.04
Isaiah Pead	STL	1.3	0.4	2	4.26	0.01	0.2	2	0.01	0.05
Vonta Leach	BAL	1.2	0.2	1	4.18	0.02	0.9	6	0.05	0.02
Brandon Jacobs	SF	1.2	1.7	8	4.36	0.07	0.1	1	0	0.02
D.J. Ware	TB	1.2	0.5	2	3.63	0.02	0.9	6	0.06	0.01
Stefan Logan	DET	1.2	0	0	0	0	0	0	0	0.29
Michael Robinson	SEA	1.1	0.1	0	3.67	0	0.8	6	0.06	0.02
Curtis Brinkley	SD	1.1	3.1	8	2.53	0.06	0.1	1	0	0.04
Brandon Saine	GB	1.1	1.7	6	3.53	0.02	0.2	2	0.03	0.02
Phillip Tanner	DAL	1.1	1.1	3	2.59	0.04	0.5	4	0.03	0.01
Bruce Miller	SF	1	0.1	0	1.75	0	0.7	7	0.06	0.02
LaMichael James	SF	1	0.5	3	6.49	0.02	0.2	2	0.02	0.02
Bear Pascoe	NYG	0.9	0	0	0	0	0.7	7	0.03	0.01
Anthony Allen	BAL	0.9	1.9	6	3.15	0.04	0.1	1	0.01	0.02
Kregg Lumpkin	SEA	0.8	0.3	1	2.8	0	0.6	5	0.04	0.01
Javon Ringer	TEN	0.8	2.4	5	2.21	0.03	0.2	1	0.01	0.02
Delone Carter	IND	0.8	1.9	6	3.21	0.03	0.2	1	0	0.04
Michael Smith	TB	0.8	0	0	0	0	0	0	0	0.02
Justin Forsett	HOU	0.6	0.6	3	4.62	0.02	0.1	1	0.01	0.01
Shane Vereen	NE	0.6	0.9	3	2.95	0.03	0.2	1	0	0.01
Anthony Sherman	ARI	0.6	0	0	3	0	0.5	4	0.03	0
Brandon Bolden	NE	0.6	1	3	3	0.02	0.2	1	0.01	0.01
Cedric Peerman	CIN	0.6	0.5	2	3.94	0.01	0.3	3	0.01	0.01
Mewelde Moore	IND	0.5	0.4	2	3.91	0.01	0.3	2	0	0.01
Jerome Felton	MIN	0.5	0.5	2	3.11	0	0.3	3	0.01	0.01
Erik Lorig	TB	0.5	0	0	0	0	0.5	4	0.02	0
Evan Royster	WAS	0.5	0.8	3	4.21	0.02	0.1	1	0	0.01
Quinn Johnson	TEN	0.4	0	0	0	0	0.3	3	0.01	0.01
Johnny White	BUF	0.4	0.9	2	2.41	0.01	0.4	1	0.01	0.01
Tyler Clutts	HOU	0.4	0	0	0	0	0.5	4	0.02	0.04
Lawrence Vickers	DAL	0.3	0.1	0	0.56	0	0.3	2	0.01	0
Brit Miller	STL	0.3	0	0	1.04	0	0.2	2	0	0
Keiland Williams	DET	0.3	0.6	2	2.99	0.01	0.1	1	0	0.01
Owen Marecic	CLE	0.3	0.2	0	2	0	0.3	2	0.01	0.02
Jamie Harper	TEN	0.3	0.7	2	2.59	0.02	0.1	0	0	0.02
Dion Lewis	PHI	0.3	0.3	2	4.77	0.02	0.1	0	0	0.01
DaRel Scott	NYG	0.3	0	0	0	0	0	0	0	0.04
Lousaka Polite	ATL	0.3	0.2	1	3.22	0	0.3	2	0.01	0
Jeff Demps	NE	0.3	0	0	0	0	0	0	0	0.01
Matt Asiata	MIN	0.3	0	0	0	0	0	0	0	0.02
John Conner	NYJ	0.2	0.2	1	5.33	0.01	0.1	0	0	0
Chris Pressley	CIN	0.2	0	0	0.86	0	0.2	1	0.01	0
Corey McIntyre	BUF	0.1	0	0	0.45	0	0.1	1	0	0
Owen Schmitt	OAK	0.1	0	0	0	0	0.1	1	0	0
Greg Jones	JAC	0	0	0	0	0	0	0	0	0
Darren Sproles	NO	0	0	0	0	0	0	0	0	0
DeAngelo Williams	CAR	0	0	0	0	0	0	0	0	0
Maurice Jones-Drew	JAC	0	0	0	0	0	0	0	0	0
Montell Owens	JAC	0	0	0	0	0	0	0	0	0
Michael Bush	CHI	0	0	0	0	0	0	0	0	0
Korey Hall	NO	0	0	0	0	0	0	0	0	0
Pierre Thomas	NO	0	0	0	0	0	0	0	0	0
Jackie Battle	SD	0	0	0	0	0	0	0	0	0
Jonathan Stewart	CAR	0	0	0	0	0	0	0	0	0
Matt Forte	CHI	0	0	0	0	0	0	0	0	0
Jacob Hester	SD	0	0	0	0	0	0	0	0	0
Jalen Parmele	JAC	0	0	0	0	0	0	0	0	0
Lex Hilliard	NE	0	0	0	0	0	0	0	0	0
Mike Tolbert	CAR	0	0	0	0	0	0	0	0	0
Rashad Jennings	JAC	0	0	0	0	0	0	0	0	0
Kahlil Bell	CHI	0	0	0	0	0	0	0	0	0
Jahvid Best	DET	0	0	0	0	0	0	0	0	0
James Starks	GB	0	0	0	0	0	0	0	0	0
Chris Gronkowski	DEN	0	0	0	0	0	0	0	0	0
Mark Ingram	NO	0	0	0	0	0	0	0	0	0
Dorin Dickerson	BUF	0	0	0	0	0	0	0	0	0
Richie Brockel	CAR	0	0	0	0	0	0	0	0	0
Henry Hynoski	NYG	0	0	0	0	0	0	0	0	0
Darrel Young	WAS	0	0	0	0	0	0	0	0	0
Will Johnson	PIT	0	0	0	0	0	0	0	0	0
Armando Allen	CHI	0	0	0	0	0	0	0	0	0
