PLAYER	TEAM	FP	RUSH	RUSHYD	YPC	RUSHTD	REC	RECYD	RECTD	FUML
Isaiah Pead	STL	1.3	0.4	2	4.69	0.02	0.2	2	0	0.04
Marcus Thigpen	MIA	1.3	0	0	0	0	0	0	0	0.04
D.J. Ware	TB	1.2	0.6	2	2.88	0.02	0.9	7	0.05	0.01
Stefan Logan	DET	1.2	0	0	0	0	0	0	0	0.29
Taiwan Jones	OAK	1.2	1.3	5	3.7	0.03	0.1	0	0	0.05
Phillip Tanner	DAL	1.2	1.3	4	3.26	0.04	0.6	4	0.03	0.02
Javon Ringer	TEN	1.1	2.3	8	3.3	0.04	0.2	1	0	0.02
Curtis Brinkley	SD	1.1	2.9	8	2.59	0.04	0.1	1	0	0.03
Anthony Allen	BAL	1.1	2.1	8	3.7	0.05	0.1	0	0	0.02
Chris Ogbonnaya	CLE	1	2.5	7	2.69	0.03	0.2	2	0.01	0.06
Vonta Leach	BAL	0.9	0.3	1	4.07	0.01	0.8	5	0.04	0.01
Bear Pascoe	NYG	0.9	0	0	0	0	0.7	6	0.04	0
Jalen Parmele	JAC	0.8	0	0	0	0	0	0	0	0.03
Shane Vereen	NE	0.8	1	4	4.12	0.04	0.2	1	0.01	0.02
Bruce Miller	SF	0.8	0	0	1.44	0	0.7	7	0.03	0.03
Armando Allen	CHI	0.8	1.5	4	2.38	0.03	0.2	2	0.01	0.01
Michael Robinson	SEA	0.7	0.1	0	3.17	0	0.6	5	0.04	0.02
Kregg Lumpkin	SEA	0.7	0.3	1	2.75	0.01	0.6	4	0.02	0.01
Evan Royster	WAS	0.7	0.7	3	3.96	0.02	0.3	3	0.01	0.01
LaMichael James	SF	0.7	0.5	2	4.56	0.01	0.2	2	0.01	0.02
Michael Smith	TB	0.7	0	0	0	0	0	0	0	0.04
Justin Forsett	HOU	0.6	0.6	2	4.22	0.02	0.1	1	0.01	0.01
Anthony Sherman	ARI	0.6	0	0	2.1	0	0.5	5	0.02	0
Brandon Bolden	NE	0.6	1	3	3.18	0.02	0.2	1	0.01	0.01
Cedric Peerman	CIN	0.6	0.5	2	3.65	0.02	0.3	3	0.01	0.01
Greg Jones	JAC	0.5	0.1	1	5.3	0.01	0.5	3	0.02	0.01
Jerome Felton	MIN	0.5	0.5	2	3.47	0.01	0.3	2	0.01	0.01
Erik Lorig	TB	0.5	0	0	0	0	0.5	4	0.02	0
Keiland Williams	DET	0.5	0.7	2	2.75	0.01	0.2	2	0.01	0.01
Montell Owens	JAC	0.4	0.5	2	5.16	0.01	0.2	1	0.01	0.01
Quinn Johnson	TEN	0.4	0	0	0	0	0.3	3	0.01	0
Jamie Harper	TEN	0.4	0.8	3	3.37	0.02	0.1	0	0	0.01
Johnny White	BUF	0.4	1.2	3	2.76	0.01	0.7	-1	0.02	0.02
Lousaka Polite	ATL	0.4	0.2	1	5.01	0.01	0.3	2	0.01	0
Matt Asiata	MIN	0.4	0	0	0	0	0	0	0	0.01
Brit Miller	STL	0.3	0	0	2.94	0	0.2	3	0.01	0
Owen Marecic	CLE	0.3	0.1	0	1.43	0	0.3	2	0.01	0.02
Dion Lewis	PHI	0.3	0.3	2	4.7	0.02	0.1	0	0	0.01
DaRel Scott	NYG	0.3	0	0	0	0	0	0	0	0.04
Jeff Demps	NE	0.3	0	0	0	0	0	0	0	0.01
Tyler Clutts	HOU	0.3	0	0	0	0	0.5	3	0.02	0.04
Lawrence Vickers	DAL	0.2	0.1	0	0.87	0	0.3	2	0.01	0.01
John Conner	NYJ	0.2	0.1	1	4.8	0.01	0.1	0	0	0
Chris Pressley	CIN	0.2	0	0	-0.74	0	0.2	1	0.01	0
Corey McIntyre	BUF	0.1	0.1	0	2.85	0	0.1	1	0.01	0.01
Owen Schmitt	OAK	0.1	0	0	0	0	0.1	1	0	0
Chris Gronkowski	DEN	0.1	0	0	0	0	0	0	0.01	0
Richie Brockel	CAR	0.1	0	0	0	0	0.1	0	0	0
Mewelde Moore	IND	0	0	0	0	0	0	0	0	0
Fred Jackson	BUF	0	0	0	0	0	0	0	0	0
Korey Hall	NO	0	0	0	0	0	0	0	0	0
Jackie Battle	SD	0	0	0	0	0	0	0	0	0
Rashard Mendenhall	PIT	0	0	0	0	0	0	0	0	0
Jacob Hester	SD	0	0	0	0	0	0	0	0	0
Lex Hilliard	NE	0	0	0	0	0	0	0	0	0
Donald Brown	IND	0	0	0	0	0	0	0	0	0
Isaac Redman	PIT	0	0	0	0	0	0	0	0	0
Jahvid Best	DET	0	0	0	0	0	0	0	0	0
Jonathan Dwyer	PIT	0	0	0	0	0	0	0	0	0
James Starks	GB	0	0	0	0	0	0	0	0	0
Delone Carter	IND	0	0	0	0	0	0	0	0	0
Chris Rainey	PIT	0	0	0	0	0	0	0	0	0
Vick Ballard	IND	0	0	0	0	0	0	0	0	0
Dorin Dickerson	BUF	0	0	0	0	0	0	0	0	0
Henry Hynoski	NYG	0	0	0	0	0	0	0	0	0
Darrel Young	WAS	0	0	0	0	0	0	0	0	0
Will Johnson	PIT	0	0	0	0	0	0	0	0	0
