PLAYER	TEAM	FP	INT	PD	SOLO	AST	SACK	FUMR	FORCE
Tim Jennings	CHI	4.1	0.07	0.48	3.4	1.1	0	0.07	0.08
Reed Doughty	WAS	4.1	0.04	0.16	3.5	2.3	0.02	0.05	0.13
Vontae Davis	IND	4.1	0.25	0.44	2.7	2.3	0.03	0.02	0.01
Glover Quin	HOU	4.1	0.04	0.43	3.6	1.6	0	0.11	0.02
Jacob Lacey	DET	4.1	0.07	0.33	3.1	1.5	0	0.05	0.15
Alterraun Verner	TEN	4.1	0.08	0.41	3.1	1.4	0	0.14	0.04
Craig Dahl	STL	4	0.13	0.28	2.9	1.1	0.03	0.03	0.11
Aqib Talib	TB	4	0.16	0.72	2.7	0.8	0	0.01	0.05
Richard Sherman	SEA	4	0.18	0.74	2.8	1.4	0.01	0.02	0.13
Johnathan Joseph	HOU	3.9	0.19	0.86	2.8	1.2	0	0.01	0.08
Abram Elam	KC	3.9	0.03	0.2	3	1.6	0.02	0.1	0.18
Darrelle Revis	NYJ	3.9	0.19	1.23	2.5	1.1	0	0.04	0.01
Louis Delmas	DET	3.9	0.02	0.2	3.5	1.7	0.02	0.05	0.05
Amari Spievey	DET	3.9	0.09	0.16	3.3	1.5	0.02	0.02	0.01
Sam Shields	GB	3.9	0.18	0.54	2.7	1.1	0.02	0.02	0.04
Ron Bartell	OAK	3.8	0.05	0.67	3.4	1.2	0	0.02	0.08
Brandon Flowers	KC	3.8	0.11	0.78	2.9	1.5	0	0.02	0.03
Justin King	IND	3.8	0.11	0.3	2.8	2.7	0.05	0.02	0.12
Major Wright	CHI	3.8	0.14	0.35	2.7	0.9	0	0.01	0.01
Chris Gamble	CAR	3.7	0.17	0.7	2.8	1.4	0	0.03	0.02
Mike Adams	DEN	3.7	0.15	0.3	2.5	1	0.02	0.05	0.06
William Gay	ARI	3.7	0.06	0.67	2.8	1	0.05	0.11	0.03
Antoine Cason	SD	3.7	0.1	1.16	3	1.2	0	0.02	0.06
Kendrick Lewis	KC	3.7	0.1	0.38	2.5	1.3	0	0.1	0.15
Cody Grimm	TB	3.7	0.07	0.22	3.1	0.9	0	0.01	0.05
Champ Bailey	DEN	3.6	0.13	0.74	2.5	1.1	0.02	0.02	0.09
Chris Houston	DET	3.6	0.11	0.62	2.9	1.3	0	0.01	0.01
Troy Nolan	MIA	3.6	0.04	0.22	2.6	0.8	0.14	0.08	0.03
Adrian Wilson	ARI	3.5	0.04	0.64	3	0.9	0.05	0.01	0.08
Dunta Robinson	ATL	3.5	0.07	0.5	3	1.6	0	0.04	0.01
Jabari Greer	NO	3.5	0.1	0.96	2.9	1.4	0	0.02	0.02
Stanford Routt	KC	3.5	0.14	0.67	2.6	1.2	0	0.02	0.05
Corey Webster	NYG	3.5	0.22	0.63	2.3	1.1	0	0.02	0.03
Antonio Cromartie	NYJ	3.5	0.21	1	2.2	1	0	0.02	0.06
Dwight Lowery	JAC	3.5	0.18	0.59	1.5	0.8	0.13	0.08	0.01
D.J. Moore	CHI	3.5	0.19	0.5	2.1	0.7	0	0.02	0.01
E.J. Biggers	TB	3.5	0.04	0.68	3.2	1	0	0.02	0.01
Mark Barron	TB	3.5	0.08	0.5	2.7	0.8	0.02	0.06	0.05
Quentin Jammer	SD	3.4	0.04	0.65	2.8	1.1	0	0.08	0.06
Sheldon Brown	CLE	3.4	0.14	0.64	2.3	1.3	0.01	0.05	0.08
Tarell Brown	SF	3.4	0.18	0.43	2.3	0.7	0	0.01	0.01
Brandon Carr	DAL	3.4	0.17	0.62	2.3	1	0	0.09	0.02
Javier Arenas	KC	3.4	0.05	0.28	1.6	0.8	0.06	0.09	0.02
Ike Taylor	PIT	3.3	0.12	0.66	2.5	1.2	0.03	0.02	0.04
Cary Williams	BAL	3.3	0.04	0.58	2.7	1.6	0	0.01	0.12
Jamarca Sanford	MIN	3.3	0.04	0.2	2.5	1.5	0.03	0.14	0.06
Quinton Carter	DEN	3.3	0.1	0.19	2.6	1.1	0.05	0.01	0.01
Nnamdi Asomugha	PHI	3.2	0.22	0.39	2.1	0.6	0.01	0.02	0.01
Rashean Mathis	JAC	3.2	0.06	0.39	2.6	1.3	0	0.09	0.03
Drayton Florence	DET	3.2	0.08	0.5	2.3	1.1	0	0.05	0.07
Bryan Scott	BUF	3.2	0.09	0.28	1.9	1.2	0.15	0.07	0.02
Alphonso Smith	DET	3.2	0.16	0.39	1.9	0.9	0	0.05	0.06
Harrison Smith	MIN	3.2	0.03	0.34	2.5	1.5	0.04	0.06	0.08
Jason Allen	CIN	3.1	0.18	0.42	2.1	1.6	0	0.02	0.01
Dominique Rodgers-Cromartie	PHI	3.1	0.09	0.69	2	0.6	0.05	0.02	0.01
Kareem Jackson	HOU	3.1	0.06	0.4	2.5	1	0	0.02	0.12
Aaron Williams	BUF	3.1	0.08	0.44	2.4	1.4	0	0.01	0.09
Leodis McKelvin	BUF	3	0.08	0.38	1.6	0.9	0	0.09	0.02
Derek Cox	JAC	3	0.12	0.44	2.2	1.1	0	0.02	0.01
Patrick Robinson	NO	3	0.1	0.64	2	0.9	0	0.02	0.02
Marcus Gilchrist	SD	3	0.12	0.33	1.8	0.7	0	0.17	0.01
Chris Cook	MIN	2.9	0.01	0.37	2.7	1.6	0	0.02	0.02
Usama Young	CLE	2.8	0.05	0.18	2.4	1.3	0.02	0.02	0.01
Morris Claiborne	DAL	2.8	0.2	0.6	1.4	0.6	0.03	0.09	0.07
Jim Leonhard	DEN	2.8	0	0.14	2.6	1	0	0.03	0.08
Terrence McGee	BUF	2.7	0.06	0.3	2.4	1.4	0	0.01	0.01
Mike Jenkins	DAL	2.6	0.09	0.63	2.1	0.9	0.01	0.02	0.04
Chris Culliver	SF	2.6	0.05	0.22	2.3	0.7	0	0.01	0.01
James Sanders	ARI	2.5	0.02	0.2	2.1	0.7	0	0.08	0.01
Brandon Meriweather	WAS	2.5	0.04	0.18	2.3	1.5	0	0.01	0.01
Mike Mitchell	OAK	2.5	0.06	0.46	1.8	0.7	0.03	0.05	0.07
Jimmy Smith	BAL	2.5	0.18	0.46	1.4	0.7	0	0.06	0.02
Joselio Hanson	OAK	2.4	0.05	0.31	1.7	0.7	0	0.11	0.02
Dimitri Patterson	CLE	2.4	0.06	0.63	1.8	1	0.02	0.01	0.02
Aaron Ross	JAC	2.4	0.11	0.48	1.8	0.9	0.01	0.01	0.01
Quintin Demps	HOU	2.4	0.13	0.24	1.6	0.7	0	0.02	0.01
Rahim Moore	DEN	2.4	0.07	0.17	1.7	0.7	0	0.06	0.01
Alan Ball	HOU	2.3	0.08	0.45	1.7	0.7	0	0.05	0.04
Chris Clemons	MIA	2.3	0.03	0.22	1.3	0.5	0.04	0.06	0.17
Courtney Greene	JAC	2.3	0.04	0.2	1.8	0.9	0	0.04	0.06
Kyle Wilson	NYJ	2.3	0.07	0.41	1.8	0.8	0	0.03	0.01
Craig Steltz	CHI	2.2	0.05	0.18	1.5	0.5	0.05	0.02	0.13
Adam Jones	CIN	2.1	0.03	0.24	1.4	1.2	0	0.05	0.08
Darian Stewart	STL	2.1	0.02	0.14	1.8	0.7	0	0.02	0.07
Janoris Jenkins	STL	2.1	0.16	0.69	1.1	0.4	0.02	0.05	0.04
Casey Hayward	GB	2.1	0.17	0.57	1.1	0.4	0.01	0.02	0.03
Michael Adams	ARI	2	0.03	0.22	1.8	0.5	0	0.01	0.02
Christopher Owens	ATL	2	0.02	0.3	1.7	1	0.02	0.01	0.02
Brice McCain	HOU	2	0.1	0.6	1.3	0.5	0	0.02	0.01
Walter Thurmond	SEA	2	0.06	0.3	1.4	0.7	0	0.02	0.14
Mistral Raymond	MIN	2	0.14	0.38	1	0.6	0	0.09	0.02
Stephon Gilmore	BUF	2	0.16	0.58	1.1	0.7	0.01	0.04	0.03
Brandon Taylor	SD	2	0.05	0.32	1.4	0.6	0.03	0.03	0.06
Rashad Johnson	ARI	1.9	0.03	0.19	1.5	0.5	0	0.04	0.04
Nolan Carroll	MIA	1.9	0.08	0.24	1.4	0.5	0	0.02	0.02
Jerron McMillian	GB	1.9	0.06	0.21	1.3	0.5	0.02	0.03	0.03
Shawntae Spencer	OAK	1.8	0.07	0.3	1.3	0.5	0	0.03	0.04
Keenan Lewis	PIT	1.8	0.05	0.29	1.4	0.6	0	0.02	0.02
Dre Kirkpatrick	CIN	1.8	0.11	0.5	1	0.7	0.01	0.04	0.04
Brandon Boykin	PHI	1.8	0.07	0.29	0.5	0.1	0	0.02	0.01
James Ihedigbo	BAL	1.8	0	0.05	1.8	1.1	0	0.01	0.01
Ryan Mundy	PIT	1.7	0.05	0.23	1.1	0.5	0	0.02	0.14
Prince Amukamara	NYG	1.7	0.09	0.23	1	0.5	0.01	0.08	0.01
Jaiquawn Jarrett	PHI	1.7	0.06	0.26	1.3	0.4	0	0.02	0.01
Chris Conte	CHI	1.7	0.05	0.18	1.4	0.4	0	0.01	0.01
Justin Rogers	BUF	1.7	0.06	0.26	0.8	0.4	0	0.01	0.01
Tom Zbikowski	IND	1.6	0.06	0.19	0.9	0.8	0.03	0.02	0.02
Justin Tryon	NYG	1.5	0.04	0.39	1.2	0.6	0	0.02	0.01
Barry Church	DAL	1.5	0.05	0.18	1	0.4	0	0.07	0.04
Brandyn Thompson	WAS	1.5	0.04	0.16	0.5	0.3	0	0.28	0.01
Joe Lefeged	IND	1.5	0.09	0.19	0.5	0.5	0	0.01	0.01
DaNorris Searcy	BUF	1.4	0.05	0.18	1.1	0.7	0	0.01	0.02
Madieu Williams	WAS	1.3	0.04	0.16	1.1	0.8	0	0.01	0.03
Sean Considine	BAL	1.3	0.04	0.28	0.7	0.4	0.02	0.09	0.06
Atari Bigby	SD	1.3	0.03	0.2	0.4	0.2	0.1	0.14	0.01
Chris Prosinski	JAC	1.3	0.04	0.19	0.8	0.4	0	0.08	0.01
Josh Thomas	CAR	1.3	0.05	0.2	0.5	0.2	0	0.19	0.02
Trent Robinson	SF	1.3	0.05	0.16	0.9	0.3	0.01	0.01	0.01
Darcel McBath	SF	1.3	0.01	0.07	1.3	0.5	0	0.01	0.01
David Bruton	DEN	1.2	0	0.14	1.1	0.5	0	0.01	0.01
Jimmy Wilson	MIA	1.2	0.08	0.31	0.5	0.2	0	0.03	0.01
Tavon Wilson	NE	1.2	0.05	0.24	0.8	0.6	0.01	0.02	0.02
Matt Johnson	DAL	1.2	0.02	0.18	0.9	0.4	0.03	0.01	0.03
Buster Skrine	CLE	1.1	0.07	0.2	0.5	0.2	0	0.02	0.02
Elbert Mack	NO	1	0.03	0.35	0.8	0.3	0	0.01	0.01
Taylor Mays	CIN	1	0.04	0.16	0.6	0.4	0	0.02	0.04
Jalil Brown	KC	1	0.02	0.21	0.4	0.2	0	0.14	0.01
Christian Thompson	BAL	1	0	0.22	0.9	0.5	0	0.02	0.02
George Iloka	CIN	1	0.03	0.17	0.7	0.5	0.01	0.02	0.03
Mana Silva	DAL	1	0.06	0.16	0.6	0.3	0	0.03	0.01
Jerome Murphy	NO	1	0.02	0.23	0.7	0.4	0	0.06	0.01
Travis Daniels	KC	0.9	0.06	0.21	0.5	0.3	0	0.02	0.01
Corey Graham	BAL	0.9	0.08	0.28	0.4	0.2	0	0.01	0.02
Anthony Gaitor	TB	0.9	0.05	0.2	0.6	0.2	0	0.02	0.01
Dwight Bentley	DET	0.9	0.04	0.19	0.6	0.2	0.01	0.01	0.02
Josh Norman	CAR	0.9	0.05	0.22	0.4	0.2	0	0.02	0.02
Charles Mitchell	ATL	0.9	0.06	0.22	0.5	0.3	0	0.01	0.01
David Sims	PHI	0.9	0.07	0.27	0.4	0.1	0.02	0.02	0.01
Erik Coleman	DET	0.8	0.03	0.14	0.6	0.3	0	0.01	0.02
Haruki Nakamura	CAR	0.8	0.04	0.2	0.4	0.2	0.02	0.02	0.02
Curtis Marsh	PHI	0.8	0.07	0.27	0.4	0.1	0	0.02	0.01
Tommie Campbell	TEN	0.8	0.04	0.21	0.5	0.2	0	0.02	0.01
Corey White	NO	0.8	0.01	0.24	0.6	0.3	0.03	0.01	0.02
Jeremy Lane	SEA	0.8	0.06	0.19	0.4	0.2	0.01	0.02	0.01
Josh Bush	NYJ	0.8	0.05	0.27	0.5	0.2	0.02	0.01	0.01
D.J. Campbell	CAR	0.8	0.05	0.22	0.4	0.2	0.01	0.02	0.02
Michael Coe	NYG	0.8	0.04	0.19	0.4	0.2	0	0.02	0.01
SydQuan Thompson	DEN	0.8	0.12	0.21	0.6	0.2	0	0.06	0.01
Will Allen	PIT	0.7	0.05	0.21	0.4	0.2	0.01	0.03	0.02
Ray Ventrone	CLE	0.7	0.05	0.19	0.4	0.2	0	0.02	0.02
Pat Lee	OAK	0.7	0.05	0.27	0.4	0.2	0	0.01	0.01
Ryan Mouton	TEN	0.7	0.03	0.18	0.4	0.2	0	0.02	0.02
Darrell Stuckey	SD	0.7	0.03	0.22	0.4	0.2	0	0.01	0.01
Stevie Brown	NYG	0.7	0.04	0.2	0.4	0.2	0	0.01	0
Shareece Wright	SD	0.7	0.03	0.24	0.4	0.2	0	0.01	0.01
Trumaine Johnson	STL	0.7	0.02	0.12	0.5	0.2	0	0.01	0.01
Winston Guy	SEA	0.7	0.02	0.09	0.4	0.2	0.01	0	0.02
Curtis Brown	PIT	0.7	0.05	0.25	0.4	0.2	0	0.02	0.01
Phillip Adams	OAK	0.7	0.04	0.1	0.5	0.2	0	0.01	0.01
Myron Lewis	TB	0.6	0.01	0.07	0.5	0.2	0	0	0.01
Sherrick McManis	CHI	0.6	0.04	0.04	0.3	0.1	0.01	0.01	0.01
Brandon Burton	MIN	0.6	0.01	0.16	0.4	0.3	0	0.01	0.02
Byron Maxwell	SEA	0.6	0	0.04	0.3	0.1	0	0.07	0.01
Colin Jones	CAR	0.6	0.02	0.03	0.3	0.2	0	0.04	0.02
Josh Robinson	MIN	0.6	0	0.18	0.5	0.3	0.01	0.02	0.02
Jayron Hosley	NYG	0.6	0.01	0.23	0.4	0.2	0	0.01	0.02
Robert Blanton	MIN	0.6	0.01	0.16	0.4	0.3	0.01	0.01	0.03
Jonte Green	DET	0.6	0.03	0.16	0.4	0.2	0	0.01	0.01
Marcus Sherels	MIN	0.6	0	0	0	0	0	0	0
John Wendling	DET	0.5	0.02	0.14	0.4	0.2	0	0.01	0.01
Marquice Cole	NE	0.5	0.01	0.06	0.3	0.2	0	0.04	0.01
Johnny Patrick	NO	0.5	0.02	0.21	0.3	0.2	0	0.02	0.01
Omar Bolden	DEN	0.5	0	0.18	0.4	0.2	0	0.02	0.01
Coty Sensabaugh	TEN	0.5	0	0.16	0.4	0.2	0.01	0.01	0.01
Brandon Harris	HOU	0.4	0.01	0.03	0.3	0.2	0	0.01	0.01
Shiloh Keo	HOU	0.4	0.01	0.04	0.3	0.2	0	0.01	0.01
Chris Greenwood	DET	0.4	0	0.14	0.3	0.2	0	0.02	0.01
Alfonzo Dennard	NE	0.4	0.02	0.18	0.3	0.2	0	0	0.02
Trevin Wade	CLE	0.4	0	0.26	0.3	0.2	0.01	0.01	0.01
Rafael Bush	NO	0.4	0.02	0.23	0.3	0.1	0	0.01	0.01
Jacques Reeves	KC	0.4	0.01	0.03	0.3	0.2	0	0.01	0.01
Jordan Bernstine	WAS	0.4	0	0.22	0.3	0.2	0.01	0.01	0.01
Tyler Sash	NYG	0.3	0	0.04	0.3	0.2	0	0	0.01
Ron Brooks	BUF	0.3	0	0	0.3	0.2	0	0	0.01
Bryan McCann	OAK	0.2	0	0	0	0	0	0	0
Will Allen	NE	0	0	0	0	0	0	0	0
Rod Hood	STL	0	0	0	0	0	0	0	0
Sean Jones	DET	0	0	0	0	0	0	0	0
Benny Sapp	MIN	0	0	0	0	0	0	0	0
Brodney Pool	DAL	0	0	0	0	0	0	0	0
Oshiomogho Atogwe	PHI	0	0	0	0	0	0	0	0
Chris Carr	MIN	0	0	0	0	0	0	0	0
James Butler	STL	0	0	0	0	0	0	0	0
Charlie Peprah	GB	0	0	0	0	0	0	0	0
Jarrad Page	MIN	0	0	0	0	0	0	0	0
Tanard Jackson	WAS	0	0	0	0	0	0	0	0
Melvin Bullitt	IND	0	0	0	0	0	0	0	0
Byron Westbrook	WAS	0	0	0	0	0	0	0	0
Tyrell Johnson	MIA	0	0	0	0	0	0	0	0
Reggie Smith	CAR	0	0	0	0	0	0	0	0
Antwaun Molden	NYG	0	0	0	0	0	0	0	0
Jonathan Wilhite	CHI	0	0	0	0	0	0	0	0
Josh Barrett	NE	0	0	0	0	0	0	0	0
Darius Butler	CAR	0	0	0	0	0	0	0	0
Kevin Barnes	DET	0	0	0	0	0	0	0	0
Donald Washington	KC	0	0	0	0	0	0	0	0
Morgan Trent	WAS	0	0	0	0	0	0	0	0
Danny Gorrer	BAL	0	0	0	0	0	0	0	0
Kevin Thomas	PHI	0	0	0	0	0	0	0	0
Dominique Franks	ATL	0	0	0	0	0	0	0	0
Larry Asante	TB	0	0	0	0	0	0	0	0
Jordan Pugh	CAR	0	0	0	0	0	0	0	0
Cassius Vaughn	IND	0	0	0	0	0	0	0	0
Aaron Berry	DET	0	0	0	0	0	0	0	0
Terrence Johnson	IND	0	0	0	0	0	0	0	0
Ras-I Dowling	NE	0	0	0	0	0	0	0	0
DeMarcus Van Dyke	PIT	0	0	0	0	0	0	0	0
Brandon Hogan	CAR	0	0	0	0	0	0	0	0
Chimdi Chekwa	OAK	0	0	0	0	0	0	0	0
Rashad Carmichael	HOU	0	0	0	0	0	0	0	0
Jermale Hines	IND	0	0	0	0	0	0	0	0
Chykie Brown	BAL	0	0	0	0	0	0	0	0
Chris Rucker	IND	0	0	0	0	0	0	0	0
David Caldwell	IND	0	0	0	0	0	0	0	0
Darrin Walls	ATL	0	0	0	0	0	0	0	0
Kevin Rutland	JAC	0	0	0	0	0	0	0	0
Markelle Martin	TEN	0	0	0	0	0	0	0	0
Reggie Corner	JAC	0	0	0	0	0	0	0	0
Drew Coleman	DET	0	0	0	0	0	0	0	0
Robert McClain	ATL	0	0	0	0	0	0	0	0
