PLAYER	TEAM	FP	RUSH	RUSHYD	YPC	RUSHTD	REC	RECYD	RECTD	FUML
Jahvid Best	DET	3.9	3.3	10	3.04	0.06	2.5	20	0.11	0.05
Brandon Jackson	CLE	3.5	3.4	13	3.69	0.07	1.7	15	0.08	0.06
LeGarrette Blount	TB	3.5	4.2	21	4.97	0.15	0.7	6	0.02	0.06
Roy Helu	WAS	3.5	3.4	12	3.4	0.07	2.4	15	0.09	0.06
Jacquizz Rodgers	ATL	3.5	2.9	11	3.67	0.05	1.5	11	0.05	0.06
Bernard Pierce	BAL	3.5	4.7	18	3.95	0.15	0.7	6	0.03	0.06
LaRod Stephens-Howling	ARI	3.4	2.1	7	3.2	0.04	1.1	12	0.06	0.06
Jason Snelling	ATL	3.2	2.9	9	3.05	0.05	2	15	0.1	0.05
John Kuhn	GB	3.1	1.6	6	3.6	0.07	1.1	10	0.19	0.03
Mike Tolbert	CAR	3.1	0.7	3	4.65	0.05	2	18	0.12	0.03
Felix Jones	DAL	3	3.4	11	3.23	0.07	0.8	6	0.02	0.11
Andre Brown	NYG	3	2.8	16	5.78	0.19	0.1	1	0	0.05
Lamar Miller	MIA	2.9	4.7	16	3.29	0.13	0.6	5	0.03	0.05
Jonathan Dwyer	PIT	2.7	5.3	16	3.1	0.07	0.6	5	0.04	0.05
Alex Green	GB	2.7	2.7	9	3.21	0.08	1.5	10	0.07	0.04
Lance Ball	DEN	2.6	5.3	19	3.5	0.09	0.1	1	0.01	0.06
Vick Ballard	IND	2.6	3.5	14	4.06	0.1	0.7	5	0.03	0.04
Bryce Brown	PHI	2.6	3.8	14	3.65	0.12	0.5	5	0.03	0.07
Chris Rainey	PIT	2.5	1.2	6	5.13	0.04	1.1	11	0.07	0.04
Brian Leonard	CIN	2.4	1.4	7	5.31	0.04	1.2	11	0.06	0.03
Leon Washington	SEA	2.2	0.5	2	3.53	0.01	0.2	1	0	0.09
Bilal Powell	NYJ	2.2	5.6	13	2.39	0.09	0.5	4	0.02	0.13
LaMichael James	SF	2.2	1.8	9	4.74	0.04	0.7	7	0.04	0.04
Chris Ogbonnaya	CLE	2.1	3.4	15	4.52	0.09	0.2	2	0.01	0.08
James Starks	GB	2.1	3	11	3.87	0.08	0.4	2	0.04	0.04
Daniel Thomas	MIA	1.8	4.8	11	2.2	0.05	0.4	4	0.03	0.04
Joe McKnight	NYJ	1.6	0.5	2	3.01	0.01	0.5	5	0.02	0.06
Isaiah Pead	STL	1.5	0.4	2	4.24	0.01	0.2	2	0.01	0.04
Jorvorskie Lane	MIA	1.5	0.8	4	4.5	0.02	0.9	7	0.04	0.02
Joique Bell	DET	1.5	0.9	3	3.8	0.04	0.7	8	0.04	0.02
Javon Ringer	TEN	1.4	2.6	9	3.54	0.06	0.2	1	0.01	0.03
Stefan Logan	DET	1.3	0	0	0	0	0	0	0	0.34
Taiwan Jones	OAK	1.3	1.3	5	3.98	0.03	0.1	0	0	0.03
Stanley Havili	PHI	1.3	0.2	1	3.49	0.01	0.4	10	0.02	0
LeRon McClain	SD	1.2	0.6	2	2.78	0.01	1.2	7	0.05	0.01
Tashard Choice	BUF	1.2	0.7	2	2.99	0.02	0.9	7	0.04	0.04
Marcus Thigpen	MIA	1.2	0	0	0	0	0	0	0	0.04
Vonta Leach	BAL	1.1	0.3	1	3.72	0.01	1	7	0.04	0.01
D.J. Ware	TB	1.1	0.5	2	3.12	0.01	0.9	7	0.04	0.01
Bruce Miller	SF	1.1	0	0	1.42	0	0.6	7	0.07	0.02
Phillip Tanner	DAL	1.1	1.2	4	3.07	0.02	0.6	5	0.03	0.02
Delone Carter	IND	1	2.1	7	3.51	0.05	0.2	1	0	0.05
Bear Pascoe	NYG	0.9	0	0	0	0	0.8	8	0.03	0.01
Ronnie Brown	SD	0.8	2.7	6	2.2	0.04	0.1	1	0	0.04
Michael Robinson	SEA	0.8	0.1	0	3.7	0	0.6	6	0.04	0.02
Anthony Allen	BAL	0.8	2	6	3.15	0.02	0.1	1	0	0.02
Michael Smith	TB	0.8	0	0	0	0	0	0	0	0.04
Cedric Peerman	CIN	0.8	0.5	2	4.57	0.02	0.4	3	0.02	0
Jalen Parmele	JAC	0.7	0	0	0	0	0	0	0	0.03
Kregg Lumpkin	SEA	0.7	0.3	1	3.37	0	0.6	5	0.02	0.01
Kahlil Bell	CHI	0.7	0.3	1	3.68	0.01	0.4	3	0.04	0.02
Brandon Saine	GB	0.7	0.9	4	4.2	0.02	0.2	1	0.02	0.01
Erik Lorig	TB	0.6	0	0	0	0	0.6	4	0.04	0
Shane Vereen	NE	0.6	0.6	3	4.09	0.04	0.2	1	0.01	0.01
Mewelde Moore	IND	0.5	0.5	2	4.34	0.01	0.3	2	0	0.02
Brandon Jacobs	SF	0.5	0.9	3	3.45	0.02	0.1	0	0	0
Curtis Brinkley	SD	0.5	2.5	4	1.48	0.02	0.1	0	0	0.02
Jamie Harper	TEN	0.5	0.8	3	4.31	0.03	0.1	0	0	0.02
Anthony Sherman	ARI	0.5	0	0	4	0	0.5	4	0.02	0.01
Tyler Clutts	HOU	0.5	0	0	0	0	0.6	4	0.02	0.03
Brandon Bolden	NE	0.5	0.7	2	3.55	0.02	0.1	1	0.01	0.01
Jerome Felton	MIN	0.4	0.5	2	3.64	0.01	0.3	2	0	0.01
Justin Forsett	HOU	0.4	0.5	1	2.93	0.01	0.1	1	0.01	0.01
Quinn Johnson	TEN	0.4	0	0	0	0	0.4	3	0.02	0.01
Evan Royster	WAS	0.4	0.7	3	4.27	0.01	0.1	0	0	0.01
Greg Jones	JAC	0.3	0.1	0	5.41	0	0.4	2	0.01	0
Lawrence Vickers	DAL	0.3	0.1	0	1.11	0	0.3	2	0.02	0
Montell Owens	JAC	0.3	0.4	2	5.16	0.01	0.1	0	0	0.01
Brit Miller	STL	0.3	0	0	2.5	0	0.2	2	0.01	0
Keiland Williams	DET	0.3	0.3	1	3.13	0.01	0.1	1	0.01	0.01
Owen Marecic	CLE	0.3	0.2	0	2.08	0	0.3	3	0.01	0.02
Dion Lewis	PHI	0.3	0.3	1	3.95	0.01	0.1	0	0.01	0.01
DaRel Scott	NYG	0.3	0	0	0	0	0	0	0	0.04
Lousaka Polite	ATL	0.3	0.1	0	2.72	0	0.4	2	0	0.01
Jeff Demps	NE	0.3	0	0	0	0	0	0	0	0.02
Matt Asiata	MIN	0.3	0	0	0	0	0	0	0	0.01
John Conner	NYJ	0.2	0.2	1	4.36	0.01	0.1	1	0	0
Chris Pressley	CIN	0.2	0	0	-0.76	0	0.2	1	0.01	0
Armando Allen	CHI	0.2	0.2	0	1.39	0	0.2	1	0.01	0
Corey McIntyre	BUF	0.1	0	0	1.38	0	0.1	1	0	0.01
Owen Schmitt	OAK	0.1	0	0	0	0	0.1	1	0	0
Richie Brockel	CAR	0.1	0	0	0	0	0.1	0	0	0
Korey Hall	NO	0	0	0	0	0	0	0	0	0
Jackie Battle	SD	0	0	0	0	0	0	0	0	0
Jacob Hester	SD	0	0	0	0	0	0	0	0	0
Lex Hilliard	NE	0	0	0	0	0	0	0	0	0
Chris Gronkowski	DEN	0	0	0	0	0	0	0	0	0
Johnny White	BUF	0	0	0	0	0	0	0	0	0
Dorin Dickerson	BUF	0	0	0	0	0	0	0	0	0
Henry Hynoski	NYG	0	0	0	0	0	0	0	0	0
Darrel Young	WAS	0	0	0	0	0	0	0	0	0
Will Johnson	PIT	0	0	0	0	0	0	0	0	0
