PLAYER	TEAM	FP	RUSH	RUSHYD	YPC	RUSHTD	REC	RECYD	RECTD	FUML
Robert Turbin	SEA	4	4.8	20	4.07	0.14	1.2	10	0.04	0.04
Danny Woodhead	NE	3.7	4.3	18	4.23	0.11	1	8	0.05	0.06
Brandon Jackson	CLE	3.6	3.2	10	3.29	0.06	2.1	18	0.09	0.05
Lance Ball	DEN	3.6	5.1	24	4.76	0.15	0.1	1	0	0.06
Jacquizz Rodgers	ATL	3.6	2.9	10	3.36	0.05	1.4	11	0.09	0.08
LaRod Stephens-Howling	ARI	3.4	2.2	7	3.3	0.05	1	11	0.05	0.05
David Wilson	NYG	3.4	4	16	3.99	0.12	0.6	6	0.03	0.12
Jason Snelling	ATL	3.3	2.9	10	3.33	0.04	2	15	0.1	0.04
Lamar Miller	MIA	3.3	5.1	20	3.91	0.15	0.5	4	0.01	0.06
Felix Jones	DAL	3.1	3.7	13	3.61	0.07	0.9	7	0.02	0.12
Jonathan Dwyer	PIT	3.1	5.6	19	3.33	0.11	0.6	5	0.04	0.06
Roy Helu	WAS	2.9	3	8	2.65	0.04	2.1	14	0.09	0.05
Chris Rainey	PIT	2.9	1.3	7	5.09	0.05	1.1	12	0.1	0.05
Leon Washington	SEA	2.6	0.6	3	4.06	0.02	0.2	1	0.01	0.1
Bryce Brown	PHI	2.6	4	14	3.6	0.12	0.6	5	0.04	0.09
John Kuhn	GB	2.5	1.6	4	2.73	0.06	1.1	8	0.16	0.04
Vick Ballard	IND	2.5	3.2	13	3.86	0.09	0.7	6	0.04	0.04
LeGarrette Blount	TB	2.4	4.3	12	2.77	0.11	0.6	6	0.03	0.08
LaMichael James	SF	2.4	1.6	7	4.65	0.07	0.8	8	0.04	0.03
Daniel Thomas	MIA	2.3	5.2	16	3.03	0.07	0.3	3	0.01	0.06
Mike Tolbert	CAR	2.2	0.6	2	3.87	0.02	1.9	13	0.09	0.02
Alex Green	GB	2.1	2.6	7	2.59	0.06	1.4	8	0.06	0.05
Bilal Powell	NYJ	2.1	5.2	13	2.49	0.08	0.5	4	0.02	0.12
Andre Brown	NYG	1.9	2.8	10	3.56	0.1	0.1	1	0	0.04
Joique Bell	DET	1.8	1.2	5	3.96	0.06	0.7	8	0.03	0.02
James Starks	GB	1.7	3	9	3.07	0.06	0.3	2	0.03	0.03
Ronnie Brown	SD	1.6	3.4	12	3.51	0.06	0.1	1	0	0.04
Chris Ogbonnaya	CLE	1.6	2.9	12	4.17	0.06	0.2	2	0.01	0.08
Joe McKnight	NYJ	1.6	0.6	2	2.99	0.01	0.5	5	0.03	0.04
Isaiah Pead	STL	1.6	0.4	2	4.86	0.02	0.3	3	0.02	0.06
LeRon McClain	SD	1.5	0.8	3	3.86	0.02	1.1	7	0.06	0.02
Javon Ringer	TEN	1.5	2.7	10	3.48	0.07	0.2	1	0.01	0.03
Stanley Havili	PHI	1.5	0.3	1	3.34	0.01	0.4	11	0.04	0
Phillip Tanner	DAL	1.4	1.3	5	3.62	0.05	0.6	5	0.04	0.01
Jorvorskie Lane	MIA	1.4	0.9	4	4.06	0.03	0.8	7	0.03	0.02
Michael Robinson	SEA	1.2	0.1	1	4.12	0	0.8	7	0.07	0.03
Taiwan Jones	OAK	1.2	1.3	5	4.22	0.03	0.1	0	0	0.03
Marcus Thigpen	MIA	1.2	0	0	0	0	0	0	0	0.05
D.J. Ware	TB	1.1	0.5	1	1.98	0	0.9	7	0.05	0.02
Curtis Brinkley	SD	1.1	3.1	8	2.77	0.04	0.1	0	0	0.02
Bear Pascoe	NYG	1	0	0	0	0	0.7	8	0.04	0.01
Stefan Logan	DET	1	0	0	0	0	0	0	0	0.24
Delone Carter	IND	1	2	7	3.65	0.04	0.2	1	0	0.04
Jalen Parmele	JAC	0.9	0	0	0	0	0	0	0	0.06
Kregg Lumpkin	SEA	0.9	0.4	1	2.98	0.01	0.8	6	0.03	0.01
Bruce Miller	SF	0.9	0	0	1.4	0	0.7	7	0.03	0.03
Shane Vereen	NE	0.8	0.9	3	3.76	0.05	0.1	1	0.01	0.01
Michael Smith	TB	0.8	0	0	0	0	0	0	0	0.04
Kahlil Bell	CHI	0.7	0.3	1	3.74	0.01	0.4	3	0.04	0.01
Erik Lorig	TB	0.7	0	0	0	0	0.6	5	0.04	0
Mewelde Moore	IND	0.6	0.4	2	4.22	0.01	0.4	3	0.01	0.01
Jamie Harper	TEN	0.6	0.8	3	4.15	0.04	0.1	1	0.01	0.03
Anthony Sherman	ARI	0.6	0	0	2	0	0.5	5	0.02	0.01
Brandon Saine	GB	0.6	0.9	3	3.19	0.02	0.2	1	0.02	0.01
Brandon Bolden	NE	0.6	1	3	3.02	0.02	0.1	1	0.01	0.01
Greg Jones	JAC	0.5	0.1	0	3.67	0	0.4	3	0.02	0
Brandon Jacobs	SF	0.5	0.8	3	4.09	0.03	0.1	0	0	0.01
Jerome Felton	MIN	0.5	0.5	2	3.29	0.01	0.3	2	0.01	0
Keiland Williams	DET	0.5	0.7	3	3.87	0.02	0.1	1	0	0.02
Quinn Johnson	TEN	0.4	0	0	0	0	0.4	3	0.02	0
Brit Miller	STL	0.4	0	0	6.66	0	0.2	3	0.01	0
Evan Royster	WAS	0.4	0.6	2	3.42	0.01	0.1	1	0	0.01
Lawrence Vickers	DAL	0.3	0.1	0	0.86	0	0.3	2	0.01	0
Montell Owens	JAC	0.3	0.4	2	4.82	0.01	0.1	0	0	0
Owen Marecic	CLE	0.3	0.1	0	1.93	0	0.3	2	0.01	0.03
DaRel Scott	NYG	0.3	0	0	0	0	0	0	0	0.04
Lousaka Polite	ATL	0.3	0.1	0	2.84	0	0.4	2	0.01	0
Jeff Demps	NE	0.3	0	0	0	0	0	0	0	0.01
Matt Asiata	MIN	0.3	0	0	0	0	0	0	0	0.02
John Conner	NYJ	0.2	0.1	1	3.8	0	0.1	1	0	0
Dion Lewis	PHI	0.2	0.3	1	3.36	0.01	0.1	0	0.01	0
Armando Allen	CHI	0.2	0.2	0	2.76	0	0.2	1	0.01	0
Owen Schmitt	OAK	0.1	0	0	0	0	0.1	0	0	0
Vonta Leach	BAL	0	0	0	0	0	0	0	0	0
Corey McIntyre	BUF	0	0	0	0	0	0	0	0	0
Fred Jackson	BUF	0	0	0	0	0	0	0	0	0
Brian Leonard	CIN	0	0	0	0	0	0	0	0	0
Korey Hall	NO	0	0	0	0	0	0	0	0	0
Jackie Battle	SD	0	0	0	0	0	0	0	0	0
Ray Rice	BAL	0	0	0	0	0	0	0	0	0
Jacob Hester	SD	0	0	0	0	0	0	0	0	0
Tashard Choice	BUF	0	0	0	0	0	0	0	0	0
Lex Hilliard	NE	0	0	0	0	0	0	0	0	0
Justin Forsett	HOU	0	0	0	0	0	0	0	0	0
BenJarvus Green-Ellis	CIN	0	0	0	0	0	0	0	0	0
Bernard Scott	CIN	0	0	0	0	0	0	0	0	0
Arian Foster	HOU	0	0	0	0	0	0	0	0	0
C.J. Spiller	BUF	0	0	0	0	0	0	0	0	0
Jahvid Best	DET	0	0	0	0	0	0	0	0	0
Ben Tate	HOU	0	0	0	0	0	0	0	0	0
Chris Gronkowski	DEN	0	0	0	0	0	0	0	0	0
Johnny White	BUF	0	0	0	0	0	0	0	0	0
Anthony Allen	BAL	0	0	0	0	0	0	0	0	0
Bernard Pierce	BAL	0	0	0	0	0	0	0	0	0
Dorin Dickerson	BUF	0	0	0	0	0	0	0	0	0
Richie Brockel	CAR	0	0	0	0	0	0.1	0	0	0
Tyler Clutts	HOU	0	0	0	0	0	0	0	0	0
Henry Hynoski	NYG	0	0	0	0	0	0	0	0	0
Darrel Young	WAS	0	0	0	0	0	0	0	0	0
Will Johnson	PIT	0	0	0	0	0	0	0	0	0
Cedric Peerman	CIN	0	0	0	0	0	0	0	0	0
Chris Pressley	CIN	0	0	0	0	0	0	0	0	0
